Date,Close
2012-05-21,-10.986136541982727
2012-05-22,-8.9039083161916
2012-05-23,3.2258064516129004
2012-05-24,3.2187500000000036
2012-05-25,-3.390856796851349
2012-05-29,-9.620808523973679
2012-05-30,-2.2538141470180295
2012-05-31,5.001773678609434
2012-06-01,-6.351351351351364
2012-06-04,-2.9581529581529598
2012-06-05,-3.8289962825278745
2012-06-06,3.6335523772709655
2012-06-07,-1.8649757553151791
2012-06-08,3.002660585328787
2012-06-11,-0.33210332103320583
2012-06-12,1.443909663087739
2012-06-13,-0.47445255474451997
2012-06-14,3.7403740374037486
2012-06-15,6.079886885825392
2012-06-18,4.665111629456842
2012-06-19,1.5918497293855527
2012-06-20,-0.9714822939517309
2012-06-21,0.75949367088608
2012-06-22,3.800251256281406
2012-06-25,-2.9954614220877307
2012-06-26,3.2439176543979986
2012-06-27,-2.628398791540798
2012-06-28,-2.6993484331368167
2012-06-29,-0.8290816326530503
2012-07-02,-1.0610932475884294
2012-07-03,1.3974650633734154
2012-07-05,0.8653846153846123
2012-07-06,0.8261836669844369
2012-07-09,1.3867002836432496
2012-07-10,-2.1759403170655944
2012-07-11,-1.5888147442008282
2012-07-12,-0.5166289958023929
2012-07-13,-0.2921129503407949
2012-07-16,-8.040364583333325
2012-07-17,-0.5663716814159336
2012-07-18,3.631185475258092
2012-07-19,-0.37787701820679587
2012-07-20,-0.8275862068965467
2012-07-23,-0.03477051460362146
2012-07-24,-1.043478260869568
2012-07-25,3.1282952548330467
2012-07-26,-8.48670756646216
2012-07-27,-11.694599627560521
2012-07-30,-2.3618726275833057
2012-07-31,-6.220302375809927
2012-08-01,-3.823122984799643
2012-08-02,-4.0229885057471275
2012-08-03,5.239520958083843
2012-08-06,3.9355144618302695
2012-08-07,-5.474452554744536
2012-08-08,0.0
2012-08-09,1.3996138996139162
2012-08-10,3.8077106139933203
2012-08-13,-0.9628610729023213
2012-08-14,-5.648148148148158
2012-08-15,4.023552502453387
2012-08-16,-6.273584905660368
2012-08-17,-4.12682435832914
2012-08-20,5.039370078740157
2012-08-21,-4.247876061969025
2012-08-22,1.4613778705636848
2012-08-23,0.0
2012-08-24,-0.15432098765432167
2012-08-27,-1.3395157135497215
2012-08-28,0.992167101827679
2012-08-29,-1.2409513960703111
